review_id;comentario;app_name;issue;business_capability;capability_level;capability_type;business_value
e37304ce56441e6184fe3af3c42b62e9;minha conta foi bloqueada encerrada sem motivo nenhum não consigo contato com ninguém tá complicado confiar em vocês.;Santander;Conta Bloqueada;Gestão de Cadastro e Conta;2.0;Supporting;Medium
eae4deb32a18206eb0022c43955808b9;tem dia que app nem quer abrir as vezes preciso fazer pagamento e app fica dando erro direto pra entrar na conta;Santander;App não abre;Performance e Estabilidade;1.0;Supporting;High
eae4deb32a18206eb0022c43955808b9;tem dia que app nem quer abrir as vezes preciso fazer pagamento e app fica dando erro direto pra entrar na conta;Santander;Dificuldade para fazer pagamentos;Pagamentos e Boletos;2.0;Core;High
eae4deb32a18206eb0022c43955808b9;tem dia que app nem quer abrir as vezes preciso fazer pagamento e app fica dando erro direto pra entrar na conta;Santander;Erro ao entrar na conta;Autenticação e Acesso;1.0;Core;High
eb9a8568cab8ccc76ddc5b9d0134fdbf;agora o app simplesmente não abre fica numa tela branca raiva;Santander;App não abre;Performance e Estabilidade;1.0;Supporting;High
ecc2d21820e6edb8aadca1aca552ccc0;opcao de desativar contatos de agenda para fazer pix muitos itens deveria ser opcional.;Santander;Desativar contatos de agenda para fazer PIX;Interface e Experiência do Usuário;1.0;Supporting;Medium
eeb104b7011c13e962f11d83ad7782c6;Esse APP me envia notificação de boletos em sites que fiz compra. Como eles ficam sabendo disso? espionam demais!;Santander;Espionagem;Segurança e Proteção;1.0;Core;High
eeb104b7011c13e962f11d83ad7782c6;Esse APP me envia notificação de boletos em sites que fiz compra. Como eles ficam sabendo disso? espionam demais!;Santander;Monitoramento;Segurança e Proteção;1.0;Core;High
eeb104b7011c13e962f11d83ad7782c6;Esse APP me envia notificação de boletos em sites que fiz compra. Como eles ficam sabendo disso? espionam demais!;Santander;Privacidade;Segurança e Proteção;1.0;Core;High
ef68e75dafd4fa6631d62b1022d95b9f;Eu estou a um ano nesse banco, gostei, recomendo, me salvou quando eu precisei, embora não tenha aumentado mais o meu limite, mas é o cartão que mais uso.;Santander;Limite do cartão;Empréstimos e Crédito;2.0;Core;High
f6667240a354f126f6997b5b6a802d36;Gostaria de saber o que está acontecendo com sistema , pois estou tendo problemas a semana inteira com o app Santander. Tendo logar e fala que encontramos alguns problemas técnicos. A semana inteira foi assim , e até agora não foi solucionado o problema. Será que suporte técnico não vai resolver este transtorno para os seus clientes.;Santander;Insatisfação com o suporte;Atendimento ao Cliente;2.0;Supporting;Medium
f6667240a354f126f6997b5b6a802d36;Gostaria de saber o que está acontecendo com sistema , pois estou tendo problemas a semana inteira com o app Santander. Tendo logar e fala que encontramos alguns problemas técnicos. A semana inteira foi assim , e até agora não foi solucionado o problema. Será que suporte técnico não vai resolver este transtorno para os seus clientes.;Santander;Suporte técnico ineficaz;Atendimento ao Cliente;2.0;Supporting;Medium
fa3d3f13f49fabbe54d1946b807ae95a;App funciona. Mas deveria ser possível ver o extrato da poupança vinculada a conta.;Santander;Falta de Acesso ao Extrato da Poupança;Consulta de Saldo e Extrato;2.0;Core;High
fafbf967849fa824d11c68de3f3a4356;até agora pra mim tá ruim pq disse que ia chegar uma mensagem dos últimos dígitos do cartão pra mim que a minha senha e nunca chegou até hj tou esperando tento fala com eles ninguém atende e nem ajuda eu já tentei contato com todos os canais de atendimento e nunca consegui e eu até hj tô esperando a mensagem com a senha pra mim começar a usar conta mais nunca chegou nem os contatos me atende nem tem como mandar mensagem acho que por esse trastorno vcs podia recompensar as pessoas;Santander;Dificuldade em contato com atendimento;Atendimento ao Cliente;2.0;Supporting;Medium
fafbf967849fa824d11c68de3f3a4356;até agora pra mim tá ruim pq disse que ia chegar uma mensagem dos últimos dígitos do cartão pra mim que a minha senha e nunca chegou até hj tou esperando tento fala com eles ninguém atende e nem ajuda eu já tentei contato com todos os canais de atendimento e nunca consegui e eu até hj tô esperando a mensagem com a senha pra mim começar a usar conta mais nunca chegou nem os contatos me atende nem tem como mandar mensagem acho que por esse trastorno vcs podia recompensar as pessoas;Santander;Mensagem com senha não recebida;Autenticação e Acesso;1.0;Core;High
fafbf967849fa824d11c68de3f3a4356;até agora pra mim tá ruim pq disse que ia chegar uma mensagem dos últimos dígitos do cartão pra mim que a minha senha e nunca chegou até hj tou esperando tento fala com eles ninguém atende e nem ajuda eu já tentei contato com todos os canais de atendimento e nunca consegui e eu até hj tô esperando a mensagem com a senha pra mim começar a usar conta mais nunca chegou nem os contatos me atende nem tem como mandar mensagem acho que por esse trastorno vcs podia recompensar as pessoas;Santander;Mensagem com senha não recebida;Segurança e Proteção;1.0;Core;High
fc779dfb1ec7309929c4ac5a95451ece;péssimo não abre de jeito nenhum;Santander;Não abre;Performance e Estabilidade;1.0;Supporting;High
fcdfb270caf76b505f7658b4a2d24557;Essa última atualização ficou pior. Saldo e extrato do cartão com o valor atual e limite borrados. Tenho indicação que vocês devem desfazer o que fizeram para piorar o aplicativo. saldo não deve estar borrado. Saldo do cartão de crédito e da conta não pode estar borrado. Qual a dificuldade de melhorar o aplicativo?;Santander;Saldo e extrato do cartão borrados;Consulta de Saldo e Extrato;2.0;Core;High
fcdfb270caf76b505f7658b4a2d24557;Essa última atualização ficou pior. Saldo e extrato do cartão com o valor atual e limite borrados. Tenho indicação que vocês devem desfazer o que fizeram para piorar o aplicativo. saldo não deve estar borrado. Saldo do cartão de crédito e da conta não pode estar borrado. Qual a dificuldade de melhorar o aplicativo?;Santander;Valores do saldo e limite do cartão;Empréstimos e Crédito;2.0;Core;High
fff3f7db7e60794b9cbf5b8d24ca61bc;Como pode passar+6 dias úteis pra compensar um documento pago.. . se for IPVA. aqui esqueci., povo deixa a desejar.;Santander;Compensação de Documento;Pagamentos e Boletos;2.0;Core;High
fff3f7db7e60794b9cbf5b8d24ca61bc;Como pode passar+6 dias úteis pra compensar um documento pago.. . se for IPVA. aqui esqueci., povo deixa a desejar.;Santander;Demora na Compensação de IPVA;Pagamentos e Boletos;2.0;Core;High
