content;score;PIX;Login/Autenticação;Performance;Interface/Usabilidade;Empréstimos/Crédito;Pagamentos/Boletos;Saldo/Extrato;Atendimento;Cadastro/Conta;Investimentos;Segurança;Notificações;Questões geográficas;Placas/Veículos;Tarifas/Cobranças;Outros;date;version;app_name;sentiment_label;reviewId
péssimo! tentei fazer uma conta estando conectada à internet e o app estava notificando que eu não tinha internet!;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-05 09:21:23;4.73.1;Bradesco;negative;
app não funciona nao entra , mais de um mês que tento entrar na minha conta e não consigo;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-05 09:08:12;4.73.1;Bradesco;negative;
SUPORTE ONLINE E PRESENCIAL É PÉSSIMO!;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2026-01-02 14:38:55;25.9.1.3;Santander;negative;
orivel muito ruim;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2026-01-02 14:27:58;25.9.1.3;Santander;negative;
estou com problema no aplicativo não abre...;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-05 07:05:44;4.74.0;Bradesco;negative;
ha dias está aparecendo um limite crédito para mim, quando vou finalizar sempre dá erro de conexão. várias vezes tentei entrar em contato com o suporte e não responde em nada.;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;2026-01-05 06:43:15;4.64.0;Bradesco;negative;
Ficou péssimo desde a última atualização. Demora muito pra abrir, da erro o tempo todo;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-02 14:27:05;;Santander;negative;
pra mim não está sendo útil pois toda vez q vou entra no aplicativo não entra trava;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 23:38:42;;Bradesco;negative;
péssimo, trava toda HR, mandaram cartão errado, tem q mofar na agência p desbloquear, não resolve nada de forma online, de todos que tive foi o pior;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;2026-01-04 23:09:20;4.74.0;Bradesco;negative;
o app não ABRE,Fica dando a mensagem que eu não tenho internet 🛜 no wi fi a mesma coisa consertem por gentileza;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 22:41:29;4.73.1;Bradesco;negative;
não estou conseguindo acessar esta dando sem Internet, mais tenho ja fiz tudo q pediram e esta do mesmo geito;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 22:16:46;4.64.0;Bradesco;negative;
não consigo acessar o aplicativo pois diz não ser compatível com o meu dispositivo que é um redmi note 13. vocês precisam resolver este problema;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 21:03:47;;Bradesco;negative;
ridículo, não deixa abrir a conta de jeito nenhum;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-04 20:34:18;4.73.1;Bradesco;negative;
ruim;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2026-01-02 13:24:23;25.9.1.3;Santander;negative;
Péssimo! deveriam ter vergonha na cara por oferecer um serviço.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2026-01-04 18:59:44;4.38.6;Bradesco;negative;
quero acessar a minha conta mais a senha tá cancelada;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 17:25:13;;Bradesco;negative;
o aplicativo é muito lento, apresenta muitos inconsistências. Estar pior a cada dia! horrorosooooo.;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 15:16:38;4.74.0;Bradesco;negative;
Estou muito insatisfeito com esse banco;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;585237d2-4986-4caf-93a1-8cbd75aacca8
pior app de bancos que existe pra logar precisa colocar agência e conta quem em 2026 que lembra essas informações, faça igual os demais que precisa do CPF. Só uso pq a empresa obrigou a mudar pra esse banco.;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 12:14:57;4.73.1;Bradesco;negative;
eu amo usar Bradesco, limite mais alto, mais tá acontecendo muitas falhas no aplicativo, na hora de entrar fala que quero parar o aplicativo ou aguardar, na hora de manda pix trava, ou as vezes aparece concluído mais não volta pra tela inicial e nem aparece o comprovante pra compartilhar, aí tem que sair e entrar e pra pegar o comprovante de pix, se eu desinstalar tem que é reinstalar, tem que ir no banco pra conseguir entrar pelo cair eletrônico, porfavor melhore o aplicativo.;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 09:47:13;;Bradesco;negative;
pq minha senha cancelou eu queria trocar de número pra pode da certo de cancelar;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-04 00:32:40;4.74.0;Bradesco;negative;
muito protocolo para encerrar uma conta;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-03 21:07:17;4.73.1;Bradesco;negative;
péssimo aplicativo, lento demais quando funciona, estou pensando em mudar de banco por causa desse...;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 19:00:29;4.73.1;Bradesco;negative;
Precisa de uma atualização urgente. Só trava esta péssimo. muita gente comenta e Bradesco não faz nada. Só responde elogios.;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 18:13:14;4.73.1;Bradesco;negative;
nunca vi aplicativo de banco tão ruim,não tenho acesso e manda trocar a senha e da erro;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 17:42:53;4.74.0;Bradesco;negative;
está instável. não mostra tudo que precisamos. uma hora ele é funcional outra nao abre.;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2026-01-03 16:55:18;4.74.0;Bradesco;negative;
4 de 5 vezes que tento acessar o aplicativo está offline e não consigo acessar a conta. qual o problema de vocês. se temos a conta é pra usar.... até quando vai acontecer isso?;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 15:50:26;4.74.0;Bradesco;negative;
serviço desse banco é pessimo pqp se for usar ele no computador é pior eu to tentando a dias aumentar o limite de transação e simplesmente não consigo por nada pq o serviço deles é péssimo e pra piorar tiraram a agencia perto de casa e colocaram longe pakas pra dificultar mais a vida de quem tem esse banco com td certeza vou mudar de banco não aguento mais me estressar;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2026-01-03 14:54:52;4.73.1;Bradesco;negative;
pessimo, meu celular é mais antigo e agora diz que não é maia compatível com a versao.;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 14:36:14;;Bradesco;negative;
Pior aplicativo de banco que uso, tudo muito ruim de achar;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 13:19:31;4.73.1;Bradesco;negative;
Não permite desligar o débito automático pelo app, não estou conseguindo gerar o PDF da fatura já fechada. Fatura fechada não chega no e-mail.;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;2026-01-03 12:31:18;;Bradesco;negative;
que experiência ruim viu, pela 1° vez eu vejo um banco que dificulta tanto a vida do usuário, sério, troquei de telefone e para acessar minha conta presciso de numero da conta, coisa que estaria no cartão que faz 3 meses que não chegou no meu endereço, e agora estou sem ter acesso ao meu salario do mês, isso chega a ser ofensivo ao consumidor que trabalhou o mês todo, e vou deixar claro que a empresa não me deu outa opção de banco, se não eu passava longe 👎👎👎👎👎👎👎👎👎👎;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-03 11:00:31;4.74.0;Bradesco;negative;
ao cadastrar não tem a opção conta poupança;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2026-01-03 10:38:31;4.73.1;Bradesco;negative;
Eu só dei 1 estrela porque não tem como dar 0. Eu estou há um tempo tentando fazer uma conta, mas diz pra está sem conexão com a Internet. Que tipo de conexão precisam? Wi-Fi? 5G? Espiritual? Eu sei que o problema não é a minha Internet.;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-03 08:14:37;;Bradesco;negative;
péssimo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2026-01-03 02:42:17;4.73.1;Bradesco;negative;
sinceramente vocês estão me desanimando em ter uma conta por aqui. fiz uma conta e quando quero entrar fala que a conta é inválida. como que é inválida sendo que fiz a conta e estava movimentando ela normal?? se continuar nessa palhaçada eu vou desativar, ainda bem que não tenho dinheiro nela senão óia o problema que vocês iam me colocar por que nem cartão voces tiveram pra me fornecer;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2026-01-02 22:24:11;;Bradesco;negative;
recentemente abrie uma conta no app Bradesco, notei agência e conta,desde do dia 31/dezembro de 2025 que aprerece a mensagem OPS, AGÊNCIA INVÁLIDA, e o pior que não dar pra fazer reconhecimento fazem nada para recuperar a conta. Mais alguém com esse problema?;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-02 22:11:40;4.73.1;Bradesco;negative;
difícil.pede.numero.da.rg.pus.todos.nuner.q.achei.e não.deu muito.ruim.de.assesar;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2026-01-02 20:19:47;4.73.1;Bradesco;negative;
paia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2026-01-02 18:45:32;4.73.1;Bradesco;negative;
péssimo e lento;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-02 18:14:33;;Bradesco;negative;
muito péssimo o atendimento dos atendentes, inclusive ao questionar uma dúvida o mesmo desligou a ligação, e essa última ligação o atendimento foi pior nota zero para o aplicativo.;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2026-01-02 18:09:56;4.74.0;Bradesco;negative;
a segurança do aplicativo é péssima;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2026-01-02 15:33:00;4.72.0;Bradesco;negative;
deste de manhã não consigo abrir minha conta;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:22:12;4.73.1;Bradesco;;
só o meu app do Bradesco não está funcionando?;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:23:56;4.74.0;Bradesco;;
Se você esquecer agência ou conta tá lascado pq não tem como solicitar pra lembrar.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;3e5f04f3-d1db-4c69-ba52-e330cf42764e
Boa tarde não consigo entra no app já desinstalei e já estalei de novo e nada de conseguir entra no app;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;dad0390a-9dfb-4f29-9446-0664b3d22965
Pior app de todas as instituições financeiras. Atualizações confusas e desnecessárias. O app parou de funcionar. Um retrocesso. Mudanças para pior. Vários travamentos. Falha na conexão. Chave de segurança inválida. Dificuldade para efetuar um simples pagamento. Deveriam disponibilizar um downgrade e só liberar qualquer atualização quando a mesma estiver com todas as funcionalidades prontas para a efetiva utilização. Sugiro a contratação urgente de desenvolvedores de sistemas PROFISSIONAIS.😡😡😡;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:23:15;4.74.0;Bradesco;;
Não recebo nenhuma notificação de pix;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;550efdc9-23a9-4043-b41d-74e0c62bb9c0
Aplicativo está travando muito tenho que reiniciar o celular toda vez que preciso entrar no aplicativo 😡;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;dd235820-336a-41c5-8d0f-69424cccfbe3
não está dando de entrar no aplicativo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:23:05;4.73.1;Bradesco;;
Tem que tá reiniciando pro aplicativo abrir. Horrível!;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;27bc0d22-88a1-42ec-aea6-8649478b3135
Tá travando muito;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;08559c98-0eb2-451c-8186-150df83b6152
Já faz duas semanas que não consigo entrar no aplicativo diz q tenho q buscar uma agência;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;cd0699a7-0eb8-4226-875c-494effc550ce
Sempre tá com problemas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1d272080-1839-4fcd-9f01-8a3df7129460
pecimo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;4595cd73-57f6-4cee-a85b-0c7e8c714fcc
pior Banco do Brasil! Fica fora do ar toda sexta-feira, aí tu não pode comprar nem uma bala... seja ao vivo, seja pela Internet. Um LIXO TOTAL.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:22:26;4.73.1;Bradesco;;
Esse banco é horrível estou tentando quitar um contrato do próprio banco Santander e nao consigo enquanto isso o juros a cada dia aumenta perdi 3 horas em ligações e app e ninguém resolve nada depois de resolver essa pendência nunca mais usarei esse banco.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;5fc9ae59-2c9b-4784-9256-0f7413885359
instabilidade desde manhã para entrar no app , é impressionante a incompetência de toda a equipe, recomenda usarem nubank ou aplicativos de bancos estrangeiros que sao mais confiáveis.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:22:26;4.73.1;Bradesco;;
Banco lixo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;55849d11-d884-4948-b73f-46b7765cbe1c
Simplesmente coloco dinheiro na conta e some do nada coloquei um dinheiro ontem pra pagar o cartão de crédito e o dinheiro sumiu e o pior tô só me individando;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;a86697d9-c2aa-4977-bb6d-a4adf4667031
Sempre que vou usar pede pra redefinir a senha. Está insuportável usar esse app.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;07e98f2f-6376-4fa3-9865-f3ded1828584
Horrível trava não entra no app precisa desinstalar e instalar toda hora horrível;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;b6940efa-76ea-463f-8e01-744f205f963a
O APP péssimo.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;19dc3a18-5045-4d18-a184-2e6650270dc0
Orrivel banco fdp fica quase sempre indisponível;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;074e27c7-e128-462a-8455-393052664195
Um lixo...A gente precisa fazer um pix urgente o banco funciona....;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;c7e6def5-ec85-42fd-bbf4-f1a44886e167
Travando muito;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;c04c6f60-c238-4158-b7a2-672469327317
Extremamente instável;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:21:51;4.74.0;Bradesco;;
Não consigo acessar minha conta toda vez tenho que reiniciar o celular;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;9c3b0310-9f8e-4a75-a593-6f0992d6b73b
Meu app dis que nao e possivel entrar pelo meu cll;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;c9bee8b3-6a9a-47fd-9ae9-8a7cae91d0da
meu aplicativo parou, não tenho acesso..... e simplesmente pede para instalar/atualizar..... mas não tem mais atualização disponível.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:21:21;;Bradesco;;
hoje o aplicativo não abriu, liguei no telefone que estava disponível e pediram para aguardar algumas horas, pois bem, tentei novamente algumas horas depois e o aplicativo continua indisponível!;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:20:10;4.73.1;Bradesco;;
Horrível;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;cb8d670d-0ec3-451d-9411-3a8355e43a2c
Quando vamos cancelar um.servico o aplicativo nao funciona .;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;70bea6ea-1a1c-408f-b111-7a4bf2c35e53
Eu não posso mais deixar dinheiro na conta pois quando quero fazer um pix não estou conseguindo abrir no momento que quero só 3 horas depois ou o dia todo o que está acontecendo com este aplicativo sinceramente estou pensando em sair deste banco pois preciso trabalhar e não estou conseguindo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;48bbf8fa-371c-48b8-9681-918963c663b4
muito ruim esse aplicativo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:21:54;4.73.1;Bradesco;;
Lixo, aplicativo de banco não pode ficar fora do ar. Principalmente sem passar uma previsão de retorno.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:43:54;4.73.1;Bradesco;;
péssima experiência.... fica fora do ar e não presta atendimento ao cliente;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:43:45;4.74.0;Bradesco;;
o que é isso que está acontecendo desde de manhã o aplicativo do banco fora do ar????!!!!!!;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:43:13;4.74.0;Bradesco;;
Estar me deixando na mão 2 vezes de uns dias pra cá, um aplicativo de banco que preciso fazer pix passar o dia inteiro em manutenção é brincadeira cara;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:19:32;4.74.0;Bradesco;;
não basta o banco físico não funciona,agora os app pararam tbm!! pq não fecham a portas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:42:06;4.74.0;Bradesco;;
Pior experiência! Sempre está em manutenção atrasando o lado do usuário que precisa fazer pagamentos.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:41:47;4.73.1;Bradesco;;
zero toda hr fora do ar absurdo e ridículo quero meu dinheiro;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:40:49;4.73.1;Bradesco;;
o aplicativo na está funcionando , está a dar erro quando é acessado;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:40:39;4.74.0;Bradesco;;
Está com uma instabilidade horrível há dias, hoje nem abre o aplicativo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:39:51;4.74.0;Bradesco;;
Mais um dia com o aplicativo sem funcionar.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:38:32;4.73.1;Bradesco;;
O aplicativo simplesmente não abre. Horrível, porque não consigo ver meu extrato e nem fazer transações.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:19:01;4.73.1;Bradesco;;
O app não está funcionando, nem mesmo para login. Peço que resolvam isso logo.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:38:15;4.74.0;Bradesco;;
desde cedo aplicativo não funciona;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:36:51;4.74.0;Bradesco;;
péssimo ,o resumo ,passei o dia todo sem fazer qualquer tipo de acesso ao app ,e nem sequer foi comunicado do problema.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:36:37;4.74.0;Bradesco;;
horrível.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:36:25;4.74.0;Bradesco;;
péssimo!;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:36:02;4.73.1;Bradesco;;
app quase sempre fora do ar, as vezes demora bastante para reestabelecer o sistema.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:36:01;4.73.1;Bradesco;;
Qro pagar as minhas contas mas o app está informando que está em manutenção, que vergonha! invistam em tecnologia e corrijam essa falha grotesca!;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:35:33;4.74.0;Bradesco;;
DEFEITO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:18:40;4.74.0;Bradesco;;
Lerdo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:34:06;;Bradesco;;
aplicativo totalmente desregulado, cai toda hora, fica fora de ar bem em dias de pagamento ou transferência.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:33:50;4.74.0;Bradesco;;
Que app horrível de usar, a gente não consegui entrar sem fechar o app umas 500 x antes!!! Muito ruim, horroroso;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:33:22;;Bradesco;;
12/12/25 app apresentando erro desde a parte da manhã. Estou sendo muito prejudicada com a demora em resolver o problema;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:32:47;4.73.1;Bradesco;;
horrível, o dia todo fora do ar;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:18:28;4.73.1;Bradesco;;
cara. como assim eu não consigo entrar no aplicativo, por quê vocês estão arrumando ele no meio do dia? tão de sacanagem?!;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:31:36;4.74.0;Bradesco;;
aplicativo parou de funcionar e estou sem cartao , e estão cobrando para tirar segunda via e além disso precisa ir retirar o cartao no centro da cidade.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:31:17;4.74.0;Bradesco;;
Que horas vai voltar a funcionar?preciso do meu dinheiro que está na conta.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:31:06;4.73.1;Bradesco;;
o aplicativo só vive dando problema deixando na mão , na hora de pagar da erro ao tentar entrar no app ja passei vergonha várias vezes nem super mercado, deviam avisar com antecedência;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:30:44;4.74.0;Bradesco;;
o app vive dando problema horrível;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:30:11;4.73.1;Bradesco;;
Aplicativo sempre em manutenção...;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:30:05;4.74.0;Bradesco;;
Aplicativo lixo, serviço deixa a desejar! Uso o banco por conta da conta salário que a empresa pediu, e hoje o dia inteiro o app simplesmente deixou de funcionar, o dinheiro da passagem que preciso sacar pra poder ir trabalhar ficou preso pois não consigo entrar pra transferir pro bilhete. Um lixo, deixa a desejar. Nota dó pro aplicativo, banco sem compromisso nenhum com os clientes.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 15:29:41;4.74.0;Bradesco;;
App horrível não entra não dá pra acessar Tem que desinstalar e instalar novamente pra poder conseguir entrar no app;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;f34faed6-853d-4788-bc84-bc52143086aa
toda vez que entro tenho que trocar a senha.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;e1dd5da0-2b6c-42e9-a522-62e47f6ec157
Vejo as minhas contas no computador e nesse caso preciso do ID e sempre preciso desinstalar e de novo instalar o app. Por isso?;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;c42468ac-7a32-4936-92fb-3d8447f9534c
Acabei de baixar o aplicativo e não consigo abrir uma conta salário;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;3980faa1-5eb1-4ce3-b2e3-7cde69ba265c
banco lixo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;dd51cf42-da2c-46b1-a2f5-f8420f3e2cc1
Faz dias que não consigo acesso ao aplicativo sem opção de fala com alguém pra resolver horas no SAC falando com ura até cair a ligação sem contato com suporte;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;6ced7077-345f-41b9-8e46-70fac9b9b1b3
Péssimo tempo de reposta e fica caindo direto;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;34edd4b1-34bf-413e-92e1-72cfefd03488
Nega empréstimo mesmo com garantia um absurdo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1acb1d89-5bd8-4c9d-9e42-97565ea702d5
O aplicativo não funciona todas opção só mostra sistema indisponível me ajude a solucionar essa problema por favor;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;aca7a50d-c040-499c-8615-5cb0540aa63a
toda vez que preciso está fora , estou com um dinheiro lá e nem tem como eu ver a senha pq eu nn pode escolher a minha , app horrível ...;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:17:43;4.74.0;Bradesco;;
Esse aplicativo é muito ruim não tem nenhuma opção de encerramento de conta e o banco parece q fica obrigando o usuário a ficar com a conta e o usuário fica preso no aplicativo sem saber o q que fazer.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;86f4b030-18ef-46c2-991c-34469d6e75cd
Olha está cada vez mais difícil de usar o app,depois das ventanias,o app não abre mais,estou desde manhã tentando fazer os pagamentos e simplesmente não funcionam. Os caixas eletrônicos aqui da minha região estão com problemas e quando eu tento entrar na minha conta,não pede minha minha digital. simplesmente não confio mais. Nem a BIA funciona direito.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:17:16;4.73.1;Bradesco;;
oque tá acontecendo o aplicativo simplesmente não abre, preciso pagar contas.;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025-12-12 16:17:04;4.73.1;Bradesco;;
Quero mais opções. Falar para depositar na conta cambio não concretizado.Estou indignada pelo serviço de câmbio e opções do APP;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;424708da-edf5-423b-ac39-3fd8518ae64f
péssimas;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;bbb79a70-91ac-441c-aad1-a13f3bd1907d
Tá péssimo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1bc7bdb6-a316-4ded-8d26-d7ba6d6dfd52
Horrível não funciona nada nesse aplicativo;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;a4680734-93a9-47b7-abae-c450e34ec912
Péssimo, não tem bons atalhos que facilita acesso a fatura, nem aos cartões. Ao pagar faturas online, a opção de copiar código Pix é horrível. Ou até débito direto da conta, tu tem que gravar o valor da fatura e digitar ao pagar ( não tem mostrando o valor da fatura e o tanto que se tem na conta como outros bancos fazem) . Se tu não tiver certeza ou se esquecer o valor, tem que voltar tudo denovo ! não é nem um pouco intuitivo TB os ícones.. enfim resumindo, uma *#$#@😂;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2026-01-03 18:09:11;25.9.1.3;Santander;negative;
não gostei desta atualização a antiga e melhor;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 18:05:47;25.9.1.3;Santander;negative;
não tô conseguindo acessar o aplicativo, gostaria de saber o que tá acontecendo;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-03 17:23:57;25.9.1.3;Santander;negative;
banco horroroso, atendimento zero;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2026-01-03 15:15:35;;Santander;negative;
O app está apresentando um bug que no meio do uso, o App fecha...;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 11:05:51;25.6.2.7;Santander;negative;
muito difícil acessar o app trava e mesmo eu fazendo de tudo no meu celular o app não tá funcionando direito;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2026-01-04 01:07:33;25.9.1.3;Santander;negative;
