Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_score
356,9a321833-0bfe-4fc8-9c0d-81fa3607c31a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não pede senha para realizar transferência via pix,2,0.0,,09/07/2024 16:02,,,,neutral,0.7601296901702881
357,3f9557a6-2e4f-4884-b820-9b266831f2ca,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom 😃,5,0.0,24.4.2.0,09/07/2024 15:59,,,24.4.2.0,positive,0.8827106952667236
358,3e5f04f3-d1db-4c69-ba52-e330cf42764e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Se você esquecer agência ou conta tá lascado pq não tem como solicitar pra lembrar.,1,0.0,24.4.2.0,09/07/2024 15:51,,,24.4.2.0,negative,0.8084484934806824
359,2224c2af-2515-48be-9878-19f162bd5056,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo app recomendo a todos,5,0.0,24.4.2.0,09/07/2024 15:45,,,24.4.2.0,positive,0.8837358355522156
360,a768ae87-1d6a-408a-9f9a-877258492d9f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,09/07/2024 15:37,,,24.4.2.0,positive,0.5943111777305603
361,60bc8859-3893-4fc5-a5c8-d1f2ad2f26ee,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,toooop,5,0.0,24.4.2.0,09/07/2024 15:35,,,24.4.2.0,neutral,0.3573809266090393
363,86f75200-0630-4313-a463-27c132879177,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente atendimento. Rápido e resolvido . Agradecido pelo atendimento.,5,0.0,24.4.2.0,09/07/2024 15:26,,,24.4.2.0,positive,0.8916851282119751
364,dad0390a-9dfb-4f29-9446-0664b3d22965,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Boa tarde não consigo entra no app já desinstalei e já estalei de novo e nada de conseguir entra no app,1,0.0,,09/07/2024 15:21,,,,negative,0.8105376362800598
365,c7ccc2ba-153f-4749-89d3-db3a2b6991f9,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,atendimento VIP,5,0.0,24.4.2.0,09/07/2024 15:19,,,24.4.2.0,neutral,0.7233437895774841
366,28b895db-24de-438f-8b08-ec74ca749af5,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótima,5,0.0,24.4.2.0,09/07/2024 15:18,,,24.4.2.0,positive,0.5493477582931519
367,6d36e560-3665-431a-bcf0-14c9093d91b0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não se consegue visualizar valores de empréstimos para quitação.,2,0.0,24.4.2.0,09/07/2024 15:11,,,24.4.2.0,neutral,0.5904213786125183
368,dfca193e-9273-4984-b6aa-49ff3f221532,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Otimo,5,0.0,24.4.2.0,09/07/2024 15:06,,,24.4.2.0,positive,0.6470205187797546
370,cce567e6-4d5b-4fc1-814f-8d5b327ba4a7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom 👍,5,0.0,24.4.2.0,09/07/2024 15:00,,,24.4.2.0,positive,0.8841325640678406
371,ce08e742-4762-4be6-82ca-6565794e9a06,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Oi serviço é ótimo,5,0.0,24.4.2.0,09/07/2024 14:55,,,24.4.2.0,positive,0.8759099245071411
372,ab1edacb-871e-4fc8-ab84-13d2673b0843,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gostei,5,0.0,24.4.2.0,09/07/2024 14:50,,,24.4.2.0,positive,0.5798456072807312
373,f85a3ca9-032e-4ba7-ad82-ce4d3cef548b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Boa,5,0.0,24.4.2.0,09/07/2024 14:45,,,24.4.2.0,positive,0.47758948802948
374,160dffc8-084a-4ca2-acd1-38cb8a4fb7ff,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,09/07/2024 14:37,,,24.4.2.0,positive,0.5943111777305603
376,f0b902b5-d73b-43aa-877c-d9459ae525bb,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom,5,0.0,24.4.2.0,09/07/2024 14:20,,,24.4.2.0,positive,0.8596934080123901
377,9337fdee-228d-4424-a36b-838778cdb095,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,presica travar menos,4,0.0,24.4.2.0,09/07/2024 14:19,,,24.4.2.0,negative,0.5695603489875793
381,c0e525fa-72cf-4a9c-aab6-8320aad59fe9,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sempre fui bem gerenciada pelo Santander,5,0.0,24.4.2.0,09/07/2024 14:09,,,24.4.2.0,positive,0.7317248582839966
382,550efdc9-23a9-4043-b41d-74e0c62bb9c0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não recebo nenhuma notificação de pix,1,0.0,,09/07/2024 14:06,,,,negative,0.6513975858688354
384,9e9cc504-b354-430b-acc4-4441393351e7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Vcs poderiam mudar a tela do aplicativo por uma com menos detalhes e mais serviços básicos,3,0.0,24.4.2.0,09/07/2024 14:01,,,24.4.2.0,neutral,0.6803193688392639
385,dd235820-336a-41c5-8d0f-69424cccfbe3,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplicativo está travando muito tenho que reiniciar o celular toda vez que preciso entrar no aplicativo 😡,1,0.0,24.4.2.0,09/07/2024 13:58,,,24.4.2.0,negative,0.8976495862007141
386,e712f2e8-4ce6-416f-bae5-3a9c37b28f8f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App. Travando toda hora péssimo,2,0.0,24.4.2.0,09/07/2024 13:56,,,24.4.2.0,negative,0.9411778450012207
389,e2658137-37da-42b2-9b81-2c1ba0644cef,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Boa essa conta?,5,0.0,24.4.2.0,09/07/2024 13:35,,,24.4.2.0,neutral,0.7215718626976013
390,8920ed7f-cd78-4b1a-98b7-4a4e3977b63b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,libera nunca o cartão de crédito,4,0.0,24.4.2.0,09/07/2024 13:29,,,24.4.2.0,negative,0.6363540291786194
391,dc2e6193-002d-4d74-8ec8-50f51f170e42,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ruim.,3,0.0,,09/07/2024 13:29,,,,negative,0.9420103430747986
392,6a38102b-328f-44f3-adf9-96e16bcd0144,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplicativo melhorou bastante desde 2021. Hj 2024 dou 5 estrelas para APP.,5,0.0,24.4.2.0,09/07/2024 13:17,,,24.4.2.0,positive,0.9087806344032288
393,27bc0d22-88a1-42ec-aea6-8649478b3135,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tem que tá reiniciando pro aplicativo abrir. Horrível!,1,0.0,24.4.2.0,09/07/2024 13:15,,,24.4.2.0,negative,0.95001220703125
394,08559c98-0eb2-451c-8186-150df83b6152,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tá travando muito,1,0.0,24.4.2.0,09/07/2024 13:11,,,24.4.2.0,negative,0.8854317665100098
395,5e96077b-2737-40f7-a6c8-ee0694c0fad4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,uma excelente instituição 😉,5,0.0,24.4.2.0,09/07/2024 13:07,,,24.4.2.0,positive,0.9193122982978821
396,b677b1cd-c45c-4af7-8d37-268c89b0aba0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Satisfeito,5,0.0,24.4.2.0,09/07/2024 13:02,,,24.4.2.0,negative,0.6222972273826599
397,cd0699a7-0eb8-4226-875c-494effc550ce,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Já faz duas semanas que não consigo entrar no aplicativo diz q tenho q buscar uma agência,1,0.0,24.4.2.0,09/07/2024 12:54,,,24.4.2.0,negative,0.7887620329856873
398,fe39e26f-d503-4650-9a9f-f66b51183ef6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,09/07/2024 12:51,,,24.4.2.0,positive,0.5943111777305603
399,1d272080-1839-4fcd-9f01-8a3df7129460,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sempre tá com problemas,1,0.0,24.4.2.0,09/07/2024 12:51,,,24.4.2.0,negative,0.6371682286262512
400,ed49d6b4-e53b-4a29-9fad-9c068f3496c0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,09/07/2024 12:46,,,24.4.2.0,positive,0.39379629492759705
401,dfa48e22-f331-4ad8-b307-fbe00e55d5c7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,4,0.0,24.4.2.0,09/07/2024 12:44,,,24.4.2.0,positive,0.81575608253479
402,de15a5f5-0a9b-4ea9-8e6c-caf62650fdfa,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maravilha,5,0.0,24.4.2.0,09/07/2024 12:42,,,24.4.2.0,positive,0.7715150117874146
403,ff1ac383-b278-40d1-8311-78db6e6349bb,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,foi excelente,5,0.0,24.4.2.0,09/07/2024 12:40,,,24.4.2.0,positive,0.8567749261856079
404,7e11acc2-58f9-4203-a922-93fde36cdecf,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,5,0.0,24.4.2.0,09/07/2024 12:37,,,24.4.2.0,positive,0.81575608253479
408,4595cd73-57f6-4cee-a85b-0c7e8c714fcc,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pecimo,1,0.0,24.4.2.0,09/07/2024 12:15,,,24.4.2.0,negative,0.4085492193698883
409,746d2668-9233-4092-a519-5682333cba50,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,app muito bom e fácil de acessar .,5,0.0,24.4.2.0,09/07/2024 12:14,,,24.4.2.0,positive,0.8456982970237732
410,b0d95bce-5a9c-4294-ad0c-2c1d705bed8c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bem satisfeita com meu banco fechei outra conta em outra instituição para ficar com Santander,5,0.0,24.4.2.0,09/07/2024 12:14,,,24.4.2.0,positive,0.6766219735145569
411,f40b4346-8e02-4686-ae05-4cbd632048e6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,09/07/2024 12:05,,,24.4.2.0,positive,0.5943111777305603
414,c461992f-ea80-4c18-be2d-5397cac35dd2,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O Santander e um dos melhores bancos,5,0.0,24.4.2.0,09/07/2024 11:51,,,24.4.2.0,positive,0.9067639112472534
415,4edcf0d4-e46a-4f84-b39d-df02a3aaca70,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,09/07/2024 11:48,,,24.4.2.0,positive,0.39379629492759705
416,10d0f0b3-88c5-4a5d-b4f0-8ffa773c7a44,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,me atende com louvor,5,0.0,24.4.2.0,09/07/2024 11:47,,,24.4.2.0,neutral,0.3999837040901184
417,5a44aec5-92d3-4bcc-bec3-a01b58d3c901,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Santander é um banco que atende as minhas nesesidade,5,0.0,24.4.2.0,09/07/2024 11:47,,,24.4.2.0,positive,0.7626665830612183
418,386bc5d1-ebfd-4282-a029-4795fe7ac638,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,5,0.0,24.4.2.0,09/07/2024 11:41,,,24.4.2.0,positive,0.81575608253479
423,0c02a4bf-63b8-4d5d-b136-946d21651722,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,perfeito 😃,5,0.0,24.4.2.0,09/07/2024 10:58,,,24.4.2.0,positive,0.7554501295089722
424,fb253c5f-753c-42a7-b753-d6c32c2c95c8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,4,0.0,24.4.2.0,09/07/2024 10:51,,,24.4.2.0,positive,0.39379629492759705
425,8ca6dadb-ebd8-4821-a1ee-2e01f05e0637,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,09/07/2024 10:49,,,24.4.2.0,positive,0.39379629492759705
426,3625eebd-da3e-4eba-aa07-ed8df74da522,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esse eu confio #santader,5,0.0,,09/07/2024 10:32,,,,positive,0.5375080108642578
428,51970f4b-302a-4a8a-856e-327747da3825,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ótima,5,0.0,24.4.2.0,09/07/2024 10:19,,,24.4.2.0,positive,0.6859630346298218
429,1c4bd77b-59da-49d2-a0be-91ec2af66245,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,É ótima!,5,0.0,24.3.3.0,09/07/2024 10:16,,,24.3.3.0,positive,0.9043825268745422
430,734396df-69d3-4b09-b8bd-ae8b3fc9d566,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Um lixo o nubank foi o único que libera cartão de crédito com limite na hora e não tem essas frescura.,2,0.0,,09/07/2024 10:14,,,,negative,0.8936001658439636
431,5fea8d3e-9dbf-434a-8807-df96c3670a87,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ecelente,5,0.0,,09/07/2024 10:12,,,,neutral,0.3572155237197876
432,d44bc59c-19b7-4d87-9291-45031f5294ff,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excelentemente bem atendida,5,0.0,,09/07/2024 10:03,,,,positive,0.8920921087265015
434,4fe18b7f-fae2-40a1-83a4-d8cc76743bd6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,09/07/2024 09:59,,,24.4.2.0,positive,0.5943111777305603
435,4f6761fb-947e-46ef-b994-5c745b7550aa,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excelente banco recomendo,5,0.0,24.4.2.0,09/07/2024 09:55,,,24.4.2.0,positive,0.8560939431190491
436,72d7b224-6f67-42e6-8962-4effc3fb4abb,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,excelente,5,0.0,24.4.2.0,09/07/2024 09:44,,,24.4.2.0,positive,0.5776392817497253
437,831d968f-9c09-4d13-b4ea-3e5b89cb951b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,simples e facil,5,0.0,24.4.2.0,09/07/2024 09:42,,,24.4.2.0,neutral,0.6748816967010498
438,d6ef9ff2-6641-4e43-ab1d-3988810eb366,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom,5,0.0,24.4.2.0,09/07/2024 09:39,,,24.4.2.0,positive,0.81575608253479
439,9ba35a76-2363-4a5b-9772-3f6445ef0d45,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,09/07/2024 09:35,,,24.4.2.0,positive,0.5943111777305603
441,46791e32-0ef7-4deb-9992-258992b66b6d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo,5,0.0,24.4.2.0,09/07/2024 09:25,,,24.4.2.0,positive,0.5943111777305603
442,5fc9ae59-2c9b-4784-9256-0f7413885359,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esse banco é horrível estou tentando quitar um contrato do próprio banco Santander e nao consigo enquanto isso o juros a cada dia aumenta perdi 3 horas em ligações e app e ninguém resolve nada depois de resolver essa pendência nunca mais usarei esse banco.,1,0.0,24.4.2.0,09/07/2024 09:23,,,24.4.2.0,negative,0.957852840423584
443,768ecdd2-e62c-49c8-a6dd-b74fb1f3f64b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nunca tive problema com esse APP.agora fica travando.e se não abrir num dia no outro não abre mais....tenho que desinstalar e começar tudo de novo....em uma emergência vai ser complicado fazer isso....fineza verificar pq acontece,2,0.0,24.4.2.0,09/07/2024 09:17,,,24.4.2.0,negative,0.9082196950912476
446,15ff24b6-b9c0-4485-84b9-3c7277e15e93,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Espero que seja e continue sempre assim.,5,0.0,24.4.2.0,09/07/2024 09:14,,,24.4.2.0,positive,0.732931911945343
447,55849d11-d884-4948-b73f-46b7765cbe1c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Banco lixo,1,0.0,,09/07/2024 09:05,,,,negative,0.9337388277053833
450,022f62a1-f48f-4c52-8dc4-1d83518a2777,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Preciso de mais crédito para investir no meu novo negócio falta estuque pra omenta as vendas,5,0.0,24.4.2.0,09/07/2024 08:44,,,24.4.2.0,neutral,0.6705567836761475
451,a86697d9-c2aa-4977-bb6d-a4adf4667031,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Simplesmente coloco dinheiro na conta e some do nada coloquei um dinheiro ontem pra pagar o cartão de crédito e o dinheiro sumiu e o pior tô só me individando,1,0.0,24.4.2.0,09/07/2024 08:27,,,24.4.2.0,negative,0.8668438196182251
452,4fc1a53a-9622-4fb2-be48-a0bf2a79335e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banco Excelente,5,0.0,24.4.2.0,09/07/2024 08:26,,,24.4.2.0,positive,0.7405033111572266
