Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_score,PIX,Login/Autenticação,Performance,Interface/Usabilidade,Empréstimos/Crédito,Pagamentos/Boletos,Saldo/Extrato,Atendimento,Cadastro/Conta,Investimentos,Segurança,Notificações,Questões geográficas,Placas/Veículos,Outros
1049,1168550d-38ad-4ecd-8fd7-db8496a9ff24,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muita instabilidade bando horrível,1,0.0,24.4.2.0,05/07/2024 18:59,,,24.4.2.0,negative,0.9603340029716492,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,2eb49e21-80cc-47e5-a292-435cfa62e556,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O pior está roubando meu dinheiro cobrando oq eu não devo esse AP e um roubo,1,0.0,24.4.2.0,05/07/2024 18:58,,,24.4.2.0,negative,0.946575164794922,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1054,d8860dd7-1b83-4d48-b3bc-4ea624879521,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,As vezes que mais preciso fazer um pix está fora do ar,3,0.0,24.4.2.0,05/07/2024 18:58,,,24.4.2.0,negative,0.5931119918823242,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1055,906f99ab-fe7d-4115-a454-e9f186e839f6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Demora muito,1,0.0,24.4.2.0,05/07/2024 18:58,,,24.4.2.0,negative,0.7455930113792419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1058,8a2cb131-03be-4002-a07a-5a1a2979d069,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Travando feito louco,2,0.0,,05/07/2024 18:57,,,,negative,0.7710453271865845,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1059,009d1c66-a0bc-432d-9159-9fc856f3505a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tá muito ruim só trava e muito lento,2,0.0,24.4.2.0,05/07/2024 18:57,,,24.4.2.0,negative,0.9171016812324524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1060,cefa56fb-edeb-4ef1-a1fb-b1b884e1a858,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tá devagar demais pra carregar as coisas,4,0.0,,05/07/2024 18:56,,,,negative,0.7105207443237305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1061,a625bb3d-235f-4876-86c2-245c15395345,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não estou conseguindo entrar no meu aplicativo está aparecendo que está indisponível por favor me expliquem o que está acontecendo por favor,1,0.0,24.4.2.0,05/07/2024 18:56,,,24.4.2.0,negative,0.8107622265815735,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1062,1c82ce15-36f3-4f5c-8a2c-6d4661b30a27,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,não consigo acessar a conta.,5,1.0,24.4.2.0,05/07/2024 18:56,,,24.4.2.0,negative,0.7792287468910217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,2dc395fe-0793-437b-bd71-0507093320f2,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Estarei encerrando minha conta quando preciso usar o app ele não está disponível além do banco reduzir meu limite do cheque especial. Lamentável,1,0.0,24.4.2.0,05/07/2024 18:55,,,24.4.2.0,negative,0.9284735321998596,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1064,9e6e9ee2-7a47-43df-91c1-f933dd15b932,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Péssimo .,1,0.0,24.4.2.0,05/07/2024 18:54,,,24.4.2.0,negative,0.9233561754226683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1066,2fde9996-9b9b-4cf0-9741-b238399def79,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O aplicativo está muito lento e trava demais,2,0.0,24.4.2.0,05/07/2024 18:53,,,24.4.2.0,negative,0.9130645394325256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,2c1296de-df03-45e7-b8d1-bec89c164235,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tá muito ruim não abre,1,0.0,24.4.2.0,05/07/2024 18:53,,,24.4.2.0,negative,0.9296627044677734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1071,8a6111bc-d637-495d-972a-b7086929e2bd,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fica apresentado erro e não entra na conta.,1,0.0,24.4.2.0,05/07/2024 18:51,,,24.4.2.0,negative,0.6553788185119629,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,3f656324-f2f8-43aa-91b0-48be8e6d9a67,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muita falha pra entrar no aplicativo,1,0.0,24.4.2.0,05/07/2024 18:51,,,24.4.2.0,negative,0.8743294477462769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,7e0cef3f-94d3-45d6-96eb-afd381ab51e7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Um lixo,1,0.0,24.4.2.0,05/07/2024 18:48,,,24.4.2.0,negative,0.956828773021698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1076,71969fa7-490b-4c8f-91e7-718a4493508c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Demora muito,3,0.0,24.4.2.0,05/07/2024 18:47,,,24.4.2.0,negative,0.7455930113792419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1079,b31f7f27-5de4-46ab-833e-688cfd84a6f4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Há dias que o aplicativo não está funcionando direito. Já reclamei através do atendente e nada ficou resolvido. Descaso total com o cliente. José Carlos,1,0.0,,05/07/2024 18:45,,,,negative,0.938267946243286,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1080,7f998de8-2e29-4f5d-96e9-c0837502dd36,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sistema de habilitação de id péssimo. Simplesmente não reconhece nosso aparelho. Pra habilitar ficar pedindo pra baixarmos o app mesmo isso já tendo sido feito,1,0.0,24.4.2.0,05/07/2024 18:45,,,24.4.2.0,negative,0.9537705183029176,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1081,be2d24d9-bcba-496d-87a1-29d8a9fda702,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Trava muito app muito pesado,1,0.0,24.4.2.0,05/07/2024 18:44,,,24.4.2.0,negative,0.918449878692627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1082,d4a12473-57bb-43be-a61b-6da018491f46,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Só fica carregando e pede para tenta novamente mais tarde,2,0.0,24.4.2.0,05/07/2024 18:43,,,24.4.2.0,negative,0.6943193674087524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1083,af93850c-6201-48ff-872d-8904d8f12d24,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O App bloqueou meu ID me impossibilitado fazer transações após atualização.,1,0.0,24.4.2.0,05/07/2024 18:40,,,24.4.2.0,negative,0.8213528394699097,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1088,6e483819-3283-4e65-ac1d-82ca1aedb9ac,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito ruim. Trava muito,1,0.0,24.1.1.1,05/07/2024 18:32,,,24.1.1.1,negative,0.9568081498146056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1091,f3151ec7-4a6a-4d50-b85f-b37da407eef4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Com a nova atualização ficou horrível p acessar,3,0.0,24.4.2.0,05/07/2024 18:29,,,24.4.2.0,negative,0.9246054887771606,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1096,184dffef-7cf7-419a-94b8-8a1b561237de,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App não está funcionando 05/07. Fica dando falha na comunicação toda vez q tento fazer alguma transação.,1,0.0,24.4.2.0,05/07/2024 18:09,,,24.4.2.0,negative,0.7456524968147278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1106,555dd951-abfd-4a72-8fe9-776487592d67,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Péssimo atendimento por ligação,1,0.0,23.10.2.2,05/07/2024 17:46,,,23.10.2.2,negative,0.9119341969490052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1107,6dd18c52-1856-4a3a-9899-4b3fb5a2c87d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,o app até que funciona! mas é muito lento pra abrir no celular...,4,0.0,24.4.2.0,05/07/2024 17:43,,,24.4.2.0,negative,0.6609416604042053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1111,98094d42-7c34-478e-8e11-a8aa194e903e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pior banco que existe horrível demais não carrega nem pra ver a quantidade de dinheiro horrível,1,0.0,24.4.2.0,05/07/2024 17:35,,,24.4.2.0,negative,0.9512507915496826,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1118,45e15266-4bed-4a05-a1c7-b497af3b3341,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Era muito bom mas de um tempo pra cá nem Pix consigo fazer tá horrível,2,0.0,,05/07/2024 17:19,,,,negative,0.9139556884765624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,5afb6dd5-0d02-4427-b602-6c59a9155862,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O aplicativo está muito ruim péssimo trava não dá pra acessar não dá pra entrar na conta vê se conserta isso.,1,0.0,24.4.2.0,05/07/2024 17:05,,,24.4.2.0,negative,0.9283332824707032,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1124,9791751e-ddc6-4a98-9507-a411466eff4e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pessimo,1,0.0,24.4.2.0,05/07/2024 17:04,,,24.4.2.0,negative,0.9216929078102112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1125,e2059aca-771a-4fea-9e3a-44db2afd3f42,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,trava toda hora muito devagar,1,0.0,24.4.2.0,05/07/2024 17:02,,,24.4.2.0,negative,0.795190155506134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1126,74e1e021-7e4b-4ebc-ae68-587b3df50cc3,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,A configuração de notificações não serve para nada!!! Toda hora recebo mensagens de produtos que nem quero saber!!! Uma falta de respeito!!!,2,1.0,24.4.2.0,05/07/2024 16:54,,,24.4.2.0,negative,0.9360225796699524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1135,c5b1d7c1-1cf2-42f1-b497-bce4e6934d91,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Fui entrar no aplicativo e simplesmente não funciona o aplicativo e fica loop pedindo redefinição de senha.,1,1.0,24.4.2.0,05/07/2024 16:25,,,24.4.2.0,negative,0.7902179956436157,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1136,56074b1b-d829-4265-91ed-81c56235ea6e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banco desabilitado o 🆔 sozinho dando erro o que tá acontecendo Santander,1,0.0,24.4.2.0,05/07/2024 16:22,,,24.4.2.0,negative,0.8630096912384033,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1139,d85e300c-eb3f-4006-9263-2117fa2f6678,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App travando. Tudo vez que precisar usar o app tenho que reiniciar o aparelho. Tá difícil.,1,0.0,24.4.2.0,05/07/2024 16:17,,,24.4.2.0,negative,0.8626025319099426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1157,7a92a424-0ce6-4019-9c84-b0e20ea2beb4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nunca consigo entrar no aplicativo pq diz que a senha expirou e quando tento fazer uma nova senha o serviço está indisponível. ligo para o banco e a ligação caiu e não ligam de volta. resumindo o aplicativo é inútil,1,0.0,24.4.2.0,05/07/2024 15:14,,,24.4.2.0,negative,0.896630048751831,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1163,8a0ac917-2d68-405d-b9a0-41eea21aba73,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esse pior que ruim não consigo acessar nada péssimo....... por esse motivo muitos não quer Santander.,1,0.0,24.4.2.0,05/07/2024 14:56,,,24.4.2.0,negative,0.9120091199874878,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1165,0eecc830-5322-4586-9a79-c92c51f37e39,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não sei o que aconteceu com o aplicativo eu não consegui entrar no aplicativo,2,0.0,24.4.2.0,05/07/2024 14:50,,,24.4.2.0,negative,0.6444578170776367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,774d887f-346f-4126-aea3-6426aa0bf63b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Expira impressão digital toda semana pede senha número de conta e manda ir na agência resolver as falhas de sistema.Aplicativo não funciona bem como os outros bancos. Um saco isso!,1,0.0,24.4.2.0,05/07/2024 14:43,,,24.4.2.0,negative,0.9385057091712952,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1168,ebf43056-796b-4de4-b103-734b6501fb61,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não estou conseguindo acessar o APP,5,0.0,24.4.2.0,05/07/2024 14:41,,,24.4.2.0,negative,0.7660025954246521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,27a054eb-7d42-496e-ae3a-3493851b1c0f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Paguei a conta da fatura e ainda parece que eu não paguei Outra coisa quando faço compra não chega notificação na mesma hora e no app não mostra a compra só depois de horas,1,0.0,,05/07/2024 14:38,,,,negative,0.7622092366218567,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1170,636f8d51-11ea-488e-a72e-af3ee45ffd97,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Porque o aplicativo não manda uma notificação quando entre e sai valor na conta. Eu tenho que ficar indo no aplicativo toda hora pra ver se entro salário ou pix recebidos,2,0.0,24.4.2.0,05/07/2024 14:37,,,24.4.2.0,negative,0.581911563873291,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1180,c85f9019-9fd8-4941-9022-86eeeea1a0d1,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,não consigo fazer pix depois dessa última atualização por favor arrumem isso está dando erro no reconhecimento facial,1,0.0,24.4.2.0,05/07/2024 14:10,,,24.4.2.0,negative,0.8993043899536133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,a9f445f0-c51f-4ca4-85a4-9f97468ac760,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Eu não sei oq tá acontecendo mas tá ficando complicado assar o aplicativo Santander déjà de ontem não tô conseguindo entrar no aplicativo Santander oq tá acontecendo,5,0.0,24.4.2.0,05/07/2024 13:35,,,24.4.2.0,negative,0.858708918094635,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1201,fabcddf7-2b26-4e1e-ba90-9d15a73b51b4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cada dia pior pirou mais nem fazer pix consigo,1,0.0,24.4.2.0,05/07/2024 13:21,,,24.4.2.0,negative,0.9400147795677184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,13ba7229-1c95-4e04-932f-6d05f0eff2ea,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Meu marido está tentando excluir a conta e não consegue o atendimento no telefone fala que vai transferir aí cai e não retornam mas aí no aplicativo não consegui pois perdeu o cartão e não consegui entrar no aplicativo atendimento horrível 😤😤,1,0.0,24.4.2.0,05/07/2024 13:20,,,24.4.2.0,negative,0.9081103801727296,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1206,401bea9b-3d39-40cb-8617-e50a9f349a16,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Atualizar esse aplicativo deixa opção como personalizar temas cores etc seria ótimo está muito ruim de navegar 😭,3,0.0,,05/07/2024 13:17,,,,negative,0.8477591276168823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1210,bb5a6350-18a1-443a-b2c1-51f87c948666,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Péssimo pra abrir toda vez tenho q reiniciar o celular,5,0.0,24.4.2.0,05/07/2024 13:12,,,24.4.2.0,negative,0.9178723692893982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1217,356123c7-a999-4be2-9f82-599fef432041,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,É incrível que sempre que eu preciso pagar alguma coisa com esse app ele não tá funcionando. Precisando pedir meh almoço e cadê que eu consigo fazer pix? Depois eles perdem o cliente pra outro banco e acham ruim,1,0.0,24.4.2.0,05/07/2024 13:09,,,24.4.2.0,negative,0.9352765083312988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1221,41e73bcf-9881-41f3-9034-39ac9b5fa4df,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bugado,1,0.0,24.4.2.0,05/07/2024 13:08,Olá! Estamos sempre trabalhando para melhorar a experiência em nossos aplicativos e agradecemos seu feedback. Mantenha seu App atualizado e conte sempre conosco!,05/07/2024 16:32,24.4.2.0,negative,0.6596702933311462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1222,0f233292-e19b-4be1-ad52-dc17569cd42d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Falha de vez em quando.,4,0.0,24.4.2.0,05/07/2024 13:06,,,24.4.2.0,negative,0.8347296118736267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1224,42aa7ddb-11cf-412d-ae05-7c0632a68c15,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não tô conseguindo fazer Pix fala que por motivos de segurança para entrar em contato pelos telefones mais não atende.,1,0.0,24.4.2.0,05/07/2024 13:05,,,24.4.2.0,negative,0.6076314449310303,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1232,90f67af5-28ee-4acd-8267-1707fb8cca74,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não consigo usar o aplicativo tá difícil viu,1,0.0,24.4.2.0,05/07/2024 12:36,,,24.4.2.0,negative,0.893892228603363,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1236,40ae017d-29a8-436e-91a1-cc4bda8e5b8c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tem que desinstalar e instalar dinovo trava todo dia.,3,0.0,,05/07/2024 12:33,,,,negative,0.7644397616386414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1242,6f1ba08e-f32e-4192-84a1-4224e00f4518,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Se não estou escostegui acessar meu aplicativo,1,0.0,24.4.2.0,05/07/2024 12:23,,,24.4.2.0,negative,0.5136423707008362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,9c19f9be-924c-4e5d-bc4d-dccf1b0c8713,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Não consegui mais entrar no aplicativo não sei mais o fazer porque não consigo redefinir a senha pra entrar no aplicativo gostaria de ter ajuda pra fazer isso,3,0.0,24.4.2.0,05/07/2024 11:44,,,24.4.2.0,negative,0.7995517253875732,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
