Unnamed: 0,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_label,sentiment_score,functional_category
389,e2658137-37da-42b2-9b81-2c1ba0644cef,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Boa essa conta?,5,0.0,24.4.2.0,2024-07-09 13:35:19,,,24.4.2.0;;;;,negative,0.3918172419071197,Outros
396,b677b1cd-c45c-4af7-8d37-268c89b0aba0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Satisfeito,5,0.0,24.4.2.0,2024-07-09 13:02:22,,,24.4.2.0;;;;,negative,0.4991506934165954,Outros
397,cd0699a7-0eb8-4226-875c-494effc550ce,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Já faz duas semanas que não consigo entrar no aplicativo diz q tenho q buscar uma agência,1,0.0,24.4.2.0,2024-07-09 12:54:57,,,24.4.2.0;;;;,negative,0.5084624886512756,Login/Autenticação
399,1d272080-1839-4fcd-9f01-8a3df7129460,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sempre tá com problemas,1,0.0,24.4.2.0,2024-07-09 12:51:29,,,24.4.2.0;;;;,negative,0.6151072978973389,Outros
400,ed49d6b4-e53b-4a29-9fad-9c068f3496c0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 12:46:11,,,24.4.2.0;;;;,negative,0.6140768527984619,Outros
408,4595cd73-57f6-4cee-a85b-0c7e8c714fcc,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pecimo,1,0.0,24.4.2.0,2024-07-09 12:15:48,,,24.4.2.0;;;;,negative,0.5013697743415833,Outros
410,b0d95bce-5a9c-4294-ad0c-2c1d705bed8c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bem satisfeita com meu banco fechei outra conta em outra instituição para ficar com Santander,5,0.0,24.4.2.0,2024-07-09 12:14:12,,,24.4.2.0;;;;,negative,0.6149212121963501,Outros
415,4edcf0d4-e46a-4f84-b39d-df02a3aaca70,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 11:48:01,,,24.4.2.0;;;;,negative,0.6140768527984619,Outros
416,10d0f0b3-88c5-4a5d-b4f0-8ffa773c7a44,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,me atende com louvor,5,0.0,24.4.2.0,2024-07-09 11:47:41,,,24.4.2.0;;;;,negative,0.4723522663116455,Outros
417,5a44aec5-92d3-4bcc-bec3-a01b58d3c901,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Santander é um banco que atende as minhas nesesidade,5,0.0,24.4.2.0,2024-07-09 11:47:31,,,24.4.2.0;;;;,negative,0.4142660498619079,Outros
423,0c02a4bf-63b8-4d5d-b136-946d21651722,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,perfeito 😃,5,0.0,24.4.2.0,2024-07-09 10:58:10,,,24.4.2.0;;;;,negative,0.573729395866394,Outros
424,fb253c5f-753c-42a7-b753-d6c32c2c95c8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,4,0.0,24.4.2.0,2024-07-09 10:51:57,,,24.4.2.0;;;;,negative,0.6140768527984619,Outros
425,8ca6dadb-ebd8-4821-a1ee-2e01f05e0637,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 10:49:18,,,24.4.2.0;;;;,negative,0.6140768527984619,Outros
426,3625eebd-da3e-4eba-aa07-ed8df74da522,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esse eu confio #santader,5,0.0,,2024-07-09 10:32:58,,,;;;;,negative,0.4645493924617767,Outros
442,5fc9ae59-2c9b-4784-9256-0f7413885359,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esse banco é horrível estou tentando quitar um contrato do próprio banco Santander e nao consigo enquanto isso o juros a cada dia aumenta perdi 3 horas em ligações e app e ninguém resolve nada depois de resolver essa pendência nunca mais usarei esse banco.,1,0.0,24.4.2.0,2024-07-09 09:23:56,,,24.4.2.0;;;;,negative,0.8198942542076111,Atendimento
450,022f62a1-f48f-4c52-8dc4-1d83518a2777,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Preciso de mais crédito para investir no meu novo negócio falta estuque pra omenta as vendas,5,0.0,24.4.2.0,2024-07-09 08:44:16,,,24.4.2.0;;;;,negative,0.52134770154953,Empréstimos/Crédito
451,a86697d9-c2aa-4977-bb6d-a4adf4667031,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Simplesmente coloco dinheiro na conta e some do nada coloquei um dinheiro ontem pra pagar o cartão de crédito e o dinheiro sumiu e o pior tô só me individando,1,0.0,24.4.2.0,2024-07-09 08:27:40,,,24.4.2.0;;;;,negative,0.4849414229393005,Saldo/Extrato
453,07e98f2f-6376-4fa3-9865-f3ded1828584,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sempre que vou usar pede pra redefinir a senha. Está insuportável usar esse app.,1,0.0,24.4.2.0,2024-07-09 07:48:26,,,24.4.2.0;;;;,negative,0.8646649718284607,Login/Autenticação
456,c2a95946-242e-4f72-aaae-22863bf1b329,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 07:29:44,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
459,44428a78-2c30-4be6-9baf-f9b6f81bbdea,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom,5,0.0,24.4.2.0,2024-07-09 06:51:12,,,24.4.2.0;;;;,negative,0.678788959980011,Outros
460,7b0aea4b-9b44-4e7b-8417-e3825fc5a500,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App travando e nao me.permite acessar nada ja faz uns dias...alguém sabe dizer o que esta acontecendo????,3,0.0,24.4.2.0,2024-07-09 06:28:05,,,24.4.2.0;;;;,negative,0.4846601188182831,Performance
462,5855b1d0-41e6-4497-850f-a9e4c8ae82d6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok bom,5,0.0,24.4.2.0,2024-07-09 06:25:54,,,24.4.2.0;;;;,negative,0.4142442643642425,Outros
467,4f38198e-8d82-4aa0-bd4a-1d30b041215f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-09 03:57:16,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
468,27c041d7-c77b-4ab0-a47b-de8ea9e9690c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Dindin raspadinha só enganação!,5,0.0,24.4.2.0,2024-07-09 03:37:07,,,24.4.2.0;;;;,negative,0.7227102518081665,Outros
469,19dc3a18-5045-4d18-a184-2e6650270dc0,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O APP péssimo.,1,0.0,24.4.2.0,2024-07-09 03:35:14,,,24.4.2.0;;;;,negative,0.5071912407875061,Performance
491,2ed2dcee-26d9-4deb-8cc3-0ac2c5618f2f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito prático,5,0.0,24.4.2.0,2024-07-08 22:45:41,,,24.4.2.0;;;;,negative,0.4938399791717529,Outros
493,080bc43e-573d-443b-8e3e-7c70448bdc40,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,até agora bom,3,0.0,24.4.2.0,2024-07-08 22:39:34,,,24.4.2.0;;;;,negative,0.5541008710861206,Outros
500,f816ea37-493b-43e0-9a3f-92d2cfb6d73a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ele ytrava muito tenho que ficar desestalando sempre que vou usar o APP do banco.,2,0.0,,2024-07-08 21:48:19,,,;;;;,negative,0.678950309753418,Performance
501,17b62416-c15b-426c-b3dd-c7eb5112fa0f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom gostei,5,0.0,24.4.2.0,2024-07-08 21:46:58,,,24.4.2.0;;;;,negative,0.5151855945587158,Outros
504,c9bee8b3-6a9a-47fd-9ae9-8a7cae91d0da,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Meu app dis que nao e possivel entrar pelo meu cll,1,0.0,24.4.2.0,2024-07-08 21:28:51,,,24.4.2.0;;;;,negative,0.4415341317653656,Login/Autenticação
513,2b0c989c-fc6d-4d88-a1b8-cab14e008204,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,4,0.0,24.4.2.0,2024-07-08 20:13:09,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
525,f21f5638-0050-4bf7-90c7-2c0bd06d9005,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Já tem mais de 6 anos que uso e o limite não sobe nunca,5,0.0,24.4.2.0,2024-07-08 18:55:08,,,24.4.2.0;;;;,negative,0.4655839204788208,Empréstimos/Crédito
527,8d87546f-f270-42ab-a5d6-94175ae8d815,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito bom bom,5,0.0,24.4.2.0,2024-07-08 18:50:39,,,24.4.2.0;;;;,negative,0.4979173541069031,Outros
528,48bbf8fa-371c-48b8-9681-918963c663b4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Eu não posso mais deixar dinheiro na conta pois quando quero fazer um pix não estou conseguindo abrir no momento que quero só 3 horas depois ou o dia todo o que está acontecendo com este aplicativo sinceramente estou pensando em sair deste banco pois preciso trabalhar e não estou conseguindo,1,0.0,24.4.2.0,2024-07-08 18:43:37,,,24.4.2.0;;;;,negative,0.5357179045677185,Performance
531,21d2381b-283b-4d20-b256-c169dfa6d8ba,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom,5,0.0,24.4.2.0,2024-07-08 18:19:26,,,24.4.2.0;;;;,negative,0.678788959980011,Outros
537,f34faed6-853d-4788-bc84-bc52143086aa,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App horrível não entra não dá pra acessar Tem que desinstalar e instalar novamente pra poder conseguir entrar no app,1,0.0,23.10.2.2,2024-07-08 17:20:42,,,23.10.2.2;;;;,negative,0.4208408892154693,Login/Autenticação
547,3980faa1-5eb1-4ce3-b2e3-7cde69ba265c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Acabei de baixar o aplicativo e não consigo abrir uma conta salário,1,0.0,24.4.2.0,2024-07-08 16:34:59,,,24.4.2.0;;;;,negative,0.5450277924537659,Cadastro/Conta
549,fc8b8b8a-b306-45c6-9851-78b610bee613,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ótimo atendimento!!! estão de parabéns,5,0.0,24.4.2.0,2024-07-08 16:29:28,,,24.4.2.0;;;;,negative,0.7774078845977783,Atendimento
559,9a12c673-9e16-47b1-92ad-5d62415320ab,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,faz tempo que eu uso esse app mais no momento ele tá deixando a desejar,5,0.0,24.3.3.0,2024-07-08 15:38:54,,,24.3.3.0;;;;,negative,0.6021894216537476,Performance
564,3ed6e627-e4f6-4c7d-ab30-a764e5a79dac,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Eu estou de saco cheio com esse Banco uma hora estou aprovado outra hora não nada tempo de tentativa encerrado ou hora meu cpf não combina com o CPF da conta ja chegar não quero nunca más saber deste banco eu tenho conta agência senha mas nada fociona pra mim certo vou encerrar as duas contas neste banco ok aconta PF também vou encerrar não sulporto mas isso eu estou devendo uma merreca neste banco vou pagar pra nunca mas ouvir nei o nome deste banco,5,0.0,,2024-07-08 15:29:01,,,;;;;,negative,0.4859836101531982,Cadastro/Conta
567,6ced7077-345f-41b9-8e46-70fac9b9b1b3,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Faz dias que não consigo acesso ao aplicativo sem opção de fala com alguém pra resolver horas no SAC falando com ura até cair a ligação sem contato com suporte,1,0.0,24.4.2.0,2024-07-08 15:15:01,,,24.4.2.0;;;;,negative,0.5547469258308411,Login/Autenticação
568,71bea1cd-c5f1-4c2c-a4b5-dfd3bf344071,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom,5,0.0,24.4.2.0,2024-07-08 15:09:25,,,24.4.2.0;;;;,negative,0.678788959980011,Outros
570,34edd4b1-34bf-413e-92e1-72cfefd03488,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Péssimo tempo de reposta e fica caindo direto,1,0.0,24.4.2.0,2024-07-08 14:34:15,,,24.4.2.0;;;;,negative,0.5824909806251526,Performance
571,1acb1d89-5bd8-4c9d-9e42-97565ea702d5,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nega empréstimo mesmo com garantia um absurdo,1,0.0,,2024-07-08 14:31:51,,,;;;;,negative,0.5184902548789978,Empréstimos/Crédito
575,5078dac2-a801-4dd4-9a6e-dadb01f0a1c6,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seria bom se desse crédito,4,0.0,24.4.2.0,2024-07-08 14:15:32,,,24.4.2.0;;;;,negative,0.5873820185661316,Empréstimos/Crédito
579,ca52856d-0d29-4b0f-89bc-087a9b4ac5e5,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-08 13:59:49,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
581,aca7a50d-c040-499c-8615-5cb0540aa63a,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O aplicativo não funciona todas opção só mostra sistema indisponível me ajude a solucionar essa problema por favor,1,0.0,24.4.2.0,2024-07-08 13:52:23,,,24.4.2.0;;;;,negative,0.4029790163040161,Performance
589,c09706e8-33db-4ebf-bae5-eef7bcc50ea7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App com problema de biometria facial e chave pix,2,0.0,24.4.2.0,2024-07-08 13:08:24,,,24.4.2.0;;;;,negative,0.5724223256111145,Login/Autenticação
604,6b4fda6d-fb38-43db-ac31-44981d2bd1c7,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-08 11:51:41,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
607,d6607a15-7928-4c80-82c2-87eb4a181e7c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bom atendimento obrigado.,5,0.0,24.4.2.0,2024-07-08 11:33:36,,,24.4.2.0;;;;,negative,0.6750045418739319,Atendimento
611,68d8f017-31d1-4c2c-bae9-3a6f267fe5dc,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,4,0.0,24.4.2.0,2024-07-08 11:17:28,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
614,86f4b030-18ef-46c2-991c-34469d6e75cd,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Esse aplicativo é muito ruim não tem nenhuma opção de encerramento de conta e o banco parece q fica obrigando o usuário a ficar com a conta e o usuário fica preso no aplicativo sem saber o q que fazer.,1,0.0,24.4.2.0,2024-07-08 11:09:51,,,24.4.2.0;;;;,negative,0.6775392889976501,Cadastro/Conta
619,08a42e1f-3508-480f-bc00-c211e935bf4c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Está péssimo foi só elogiar e desandou,2,0.0,24.4.2.0,2024-07-08 10:44:26,,,24.4.2.0;;;;,negative,0.7969669103622437,Performance
620,3605d3bb-9890-45d0-95c4-c71d3dcd11c3,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,O aplicativo está péssimo não está abrindo. Toda vez que é pra abrir tem que desinstalar e estalar de novo.,5,0.0,24.4.2.0,2024-07-08 10:37:10,,,24.4.2.0;;;;,negative,0.6748127341270447,Performance
621,8b3238fe-ef69-45dd-a232-1e2ebcfaf85b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom banco,5,0.0,24.4.2.0,2024-07-08 10:35:23,,,24.4.2.0;;;;,negative,0.570043683052063,Outros
623,1708b44f-9924-4c12-b56f-311ffa8c50a4,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,o dinhero esta sumido da conta,3,0.0,24.4.2.0,2024-07-08 10:13:19,,,24.4.2.0;;;;,negative,0.6997315287590027,Saldo/Extrato
624,585237d2-4986-4caf-93a1-8cbd75aacca8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Estou muito insatisfeito com esse banco,1,0.0,24.4.2.0,2024-07-08 10:09:40,,,24.4.2.0;;;;,negative,0.9409294128417968,Outros
625,424708da-edf5-423b-ac39-3fd8518ae64f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Quero mais opções. Falar para depositar na conta cambio não concretizado.Estou indignada pelo serviço de câmbio e opções do APP,1,0.0,,2024-07-08 10:02:31,,,;;;;,negative,0.5096563100814819,Outros
626,0892921e-5520-4a25-ac20-99d4c0cfa5ff,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-08 09:59:56,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
627,bbb79a70-91ac-441c-aad1-a13f3bd1907d,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,péssimas,1,0.0,24.4.2.0,2024-07-08 09:58:23,,,24.4.2.0;;;;,negative,0.6849143505096436,Outros
628,1bc7bdb6-a316-4ded-8d26-d7ba6d6dfd52,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tá péssimo,1,0.0,24.4.2.0,2024-07-08 09:58:00,,,24.4.2.0;;;;,negative,0.5756153464317322,Outros
635,31c12f4f-0fcd-4a18-a7f9-1c4700b49812,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,e bom tou espremedor,5,0.0,24.3.3.0,2024-07-08 09:15:24,,,24.3.3.0;;;;,negative,0.5480107665061951,Outros
639,52c2b206-1cb9-4af3-9ba7-5f489e014c8f,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom,5,0.0,24.4.2.0,2024-07-08 08:57:37,,,24.4.2.0;;;;,negative,0.6140767931938171,Outros
642,1483cc42-03dd-480a-a43d-322cd737c45c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bom de mais,5,0.0,,2024-07-08 08:45:10,,,;;;;,negative,0.7004128098487854,Outros
643,00535220-d0d9-49c6-a3e5-26ea949d6585,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,muito obrigado muito bom.....,5,0.0,24.4.2.0,2024-07-08 08:25:34,,,24.4.2.0;;;;,negative,0.8706615567207336,Outros
